"Category","SubCategory","Quote","Author","AuthorFacts","Keywords"
"Inspirational",,"The very air in which you live is an inspiration.","William Henry Moody","American Politician; (12/23/1853 - ); ","Inspiration"
"Inspirational",,"It was an argument of rare power and eloquence.","William Henry Moody","American Politician; (12/23/1853 - ); ","Argument, Eloquence, Power"
"Inspirational","Money","When they fire a rocket at Cape Canaveral, I feel as if I own it.","William Holden","","Fire"
"Inspirational","Character","If we want our children to possess the traits of character we most admire, we need to teach them what those traits are and why they deserve both admiration and allegiance. Children must learn to identify the forms and content of those traits","William J. Bennett","","Admiration, Character, Children, Content, Want"
"Inspirational","Character","The formation of character in young people is educationally a different task from and a prior task to, the discussion of the great, difficult ethical controversies of the day","William J. Bennett","","Character, Day, People"
"Inspirational","Victory","What excites and interests the looker-on at life, what the romances and the statues celebrate, and the grim civic monuments remind us of, is the everlasting battle of the powers of light with those of darkness; with heroism reduced to its bare chance, yet ever and anon snatching victory from the jaws of death.","William James ","US Pragmatist philosopher & psychologist  (1842 - 1910)","Battle, Chance, Darkness, Death, Heroism, Life, Light, Monuments, Victory"
"Inspirational","Inspiration","To change one's life we must start immediately and do it flamboyantly. No exceptions. ","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Change, Life"
"Inspirational","Spirituality","We are spinning our own fates, good or evil, never to be undone.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Evil"
"Inspirational","Intensity","There is no more miserable human being than one in whom nothing is habitual but indecision.""","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Being, Indecision, Nothing"
"Inspirational","Hell","With mere good intentions, hell is proverbially paved.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Hell, Intentions"
"Inspirational","Belief","The world we see that seems so insane is the result of a belief system that is not working. To perceive the world differently, we must be willing to change our belief system, let the past slip away, expand our sense of now, and dissolve the fear in our mi","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Belief, Change, Fear, Now, Past, Result, Sense, World"
"Inspirational","Greatness & Great Things","I am done with great things and big plans, great institutions and big success. I am for those tiny, invisible loving human forces that work from individual to individual, creeping through the crannies of the world like so many rootlets, or like the capil","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Success, Work, World"
"Inspirational","Opportunity","He who refuses to embrace a unique opportunity loses the prize as surely as if he had failed.","William James ","US Pragmatist philosopher & psychologist  (1842 - 1910)","Opportunity"
"Inspirational","Genius","Genius means little more than the faculty of perceiving in an unhabitual way.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Genius"
"Inspirational","Inspiration","Action may not bring happiness, but there is no happiness without action. ","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Action, Happiness, May"
"Inspirational",,"Circumstance does not make me, it reveals me.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Circumstance"
"Inspirational","Attitude","A great many people think they are thinking when they are rearranging their prejudices.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","People, Thinking"
"Inspirational","Motivation","Begin to be now what you will be hereafter.","William James ","US Pragmatist philosopher & psychologist  (1842 - 1910)","Now, Will"
"Inspirational",,"A genius is the man in whom you are least likely to find the power of attending to anything insipid or distasteful in itself. He breaks his engagements, leaves his letters unanswered, neglects his family duties incorrigibly, because he is powerless to turn his attention down and back from those more interesting trains of imagery with which his genius constantly occupies his mind.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Attention, Family, Genius, Letters, Man, Mind, Power"
"Inspirational","Motivation","Act as if what you do makes a difference. It does.","William James ","US Pragmatist philosopher & psychologist  (1842 - 1910)","Act, Difference"
"Inspirational","Acceptance","Acceptance of what has happened is the first step to overcoming the consequences of any misfortune.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Acceptance, Consequences, First, Misfortune, Overcoming"
"Inspirational","Belief","Believe that life is worth living and your belief will help create the fact.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Belief, Fact, Help, Life, Living, Will, Worth"
"Inspirational","Common Sense","Common sense and a sense of humor are the same thing, moving at different speeds. A sense of humor is just common sense, dancing.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Common sense, Dancing, Humor"
"Inspirational","Life","I wanted only to try to live in accord with the promptings which came from my true self. Why was that so very difficult?","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Self"
"Inspirational","Determination","Let everything you do be done as if it makes a difference.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Difference"
"Inspirational","Potential","Most people live, whether physically, intellectually or morally, in a very restricted circle of their potential being. They make use of a very small portion of their possible consciousness, and of their soul's resources in general, much like a man who, out of his whole bodily organism, should get into a habit of using and moving only his lttle finger. Great emergencies and crises show us how much greater our vital resources are than we had supposed.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Being, Consciousness, Habit, Man, People, Potential, Soul"
"Inspirational","Perseverance","It is our attitude at the beginning of a difficult task which, more than anything else, will affect its successful outcome. ","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Attitude, Beginning, Successful, Will"
"Inspirational","Inspiration","It is our attitude at the end of a difficult task, which more than anything else, will affect its successful outcome. ","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Attitude, End, Successful, Will"
"Inspirational","Inspiration","The greatest discovery is that a human being can alter his life by altering his attitudes of his mind.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Being, Discovery, Life, Mind"
"Inspirational","Achievement","Most of us can learn to live in perfect comfort on higher levels of power. Everyone knows that on any given day there are energies slumbering in him which the incitements of that day do not call forth. Compared with what we ought to be, we are only half awake. It is evident that our organism has stored-up reserves of energy that are ordinarily not called upon, deeper and deeper strata of explosible material, ready for use by anyone who probes so deep. The human individual usually lives far within his limits.","William James ","US Pragmatist philosopher & psychologist  (1842 - 1910)","Comfort, Day, Deep, Energy, Limits, Power"
"Inspirational","Intensity","My first act of free will shall be to believe in free will.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Act, First, Free will"
"Inspirational","Belief","Our belief at the beginning of a doubtful undertaking is the one thing that assures the successful outcome of any venture.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Beginning, Belief, Successful"
"Inspirational","Success","The exclusive worship of the bitch-goddess Success is our national disease.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Disease, Success, Worship"
"Inspirational","Genius","The essence of genius is to know what to overlook.","William James","US Pragmatist philosopher & psychologist  (1842 - 1910)","Genius"
"Inspirational",,"The family is the nucleus of civilization.","William James Durant","","Civilization, Family"
"Inspirational","Common Sense","I am often troubled as I try hard here to create a new sense of common purpose ... that sometimes we forget that we are all in this because we are seeking a good that helps all Americans.","William Jefferson Clinton","","Americans, Forget, Purpose, Sense"
"Inspirational","Confidence","The way to develop self-confidence is to do the thing you fear and get a record of successful experiences behind you. Destiny is not a matter of chance, it is a matter of choice it is not a thing to be waited for, it is a thing to be achieved.","William Jennings Bryan","American Lawyer; (3/19/1860 - ); US lawyer, orator, & politician  (1860 - 1925)","Chance, Choice, Destiny, Fear, Self, Successful"
"Inspirational",,"There are no menial jobs, only menial attitudes.","William John Bennett","","Jobs"
"Inspirational","Giving","If my own son, who is now 10 months, came to me and said, 'You promised to pay for my tuition at Harvard how about giving me 50,000 instead to start a little business' I might think that was a good idea.","William John Bennett","","Business, Giving, Idea, Months, Now, Son"
"Inspirational","Happiness","Happiness is like a cat, If you try to coax it or call it, it will avoid you; it will never come. But if you pay not attention to it and go about your business, you'll find it rubbing against your legs and jumping into your lap.","William John Bennett ","","Attention, Business, Happiness, Will"
"Inspirational","Common Sense","Our common language is ... English. And our common task is to ensure that our non-English-speaking children learn this common language.","William John Bennett","","Children, English, Language"
"Inspirational","Education","The secretary of education does not work for the education establishment. The secretary works for the American people.","William John Bennett","","American, Education, People, Work"
"Inspirational","Excellence","Most certification today is pure 'credentialism.' It must begin to reflect our demand for excellence, not our appreciation of parchment.","William John Bennett","","Appreciation, Excellence, Today"
"Inspirational","Achievement","The water may be changed again and again, yet still there is the same stream. It widens over plains, or is prisoned and fouled by towns; always the same stream, but at last ‘even the weariest river Winds somewhere safe to sea.","William Kingdon Clifford","English Mathematician; (5/4/1845 - 3/3/1879); ","May, Sea, Water"
"Inspirational","Perfection","Be intent upon the perfection of the present day.","William Law","","Day, Perfection, Present"
"Inspirational","Failure","He's no failure. He's not dead yet.","William Lloyd George","","Failure"
"Inspirational","Health","To insure good health: Eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life.","William Londen ","","Cheerfulness, Interest, Life"
"Inspirational","Zeal","Dreams and dedication are a powerful combination.","William Longgood","","Dedication, Dreams"
"Inspirational","Respect","This is the first test of a gentleman his respect for those who can be of no possible value to him.","William Lyon Phelps","","First, Gentleman, Respect, Value"
"Inspirational","Conversation","Those who decide to use leisure as a means of mental development, who love good music, good books, good pictures, good plays, good company, good conversation -- what are they They are the happiest people in the world.","William Lyon Phelps","","Books, Company, Conversation, Development, Leisure, Love, Music, People, World"
"Inspirational","Happiness","The principle of happiness should be like the principle of virtue: it should not be dependent of things, but be a part of personality [and character].","William Lyon Phelps","","Happiness, Personality"
"Inspirational","Happiness","The happiest person is he who thinks the most interesting thoughts.","William Lyon Phelps","","Thoughts"
"Inspirational","Life","The fear of life is the favorite disease of the 20th century.","William Lyon Phelps","","Disease, Favorite, Fear, Life"
"Inspirational","Happiness","The belief that youth is the happiest time of life is founded on fallacy. The happiest person is the person who thinks the most interesting thoughts, and we grow happier as we grow older.","William Lyon Phelps","","Belief, Life, Thoughts, Time, Youth"
"Inspirational","Happiness","The happiest people are those who think the most interesting thoughts. Those who decide to use leisure as a means of mental development, who love good music, good books, good pictures, good company, good conversation, are the happiest people in the world. And they are not only happy in themselves, they are the cause of happiness in others.","William Lyon Phelps","","Books, Cause, Company, Conversation, Development, Happiness, Leisure, Love, Music, People, Thoughts, World"
"Inspirational","Hell","Hell is paved with good Samaritans.","William M. Holden","","Hell"
"Inspirational","Learning","He learned by sight, scent, and hearing. He heard all that was said, and talked over and over the questions heard; wore them slick, greasy, and threadbare. He went to political and other speeches and gatherings; he would hear all sides and opinions, talk","William M. Thayer","","Hearing, Opinions, Questions, Sight, Talk"
"Inspirational","Deception/Lying","There are a thousand thoughts lying within a man that he does not know till he takes up a pen to write.","William Makepeace Thackeray","English novelist  (1811 - 1863)","Lying, Man, Pen, Thoughts"
"Inspirational","Greatness & Great Things","In my stars I am above thee; but be not afraid of greatness: some are born great, some achieve greatness, and some have greatness thrust upon them.","William Makepeace Thackeray","English novelist  (1811 - 1863)","Greatness, Stars"
"Inspirational",,"He was a great thundering paradox of a man.","William Manchester","American Historian; (4/1/1922 - ); ","Man, Paradox"
"Inspirational","Happiness","Friends, books, cheerful heart, and conscience clear are the most choice companions we have here.","William Mather","","Books, Choice, Conscience, Friends, Heart"
"Inspirational","Attitude","The abundant life does not come to those who have had a lot of obstacles removed from their path by others. It develops from within and is rooted in strong mental and moral fiber.","William Mather Lewis","","Life, Obstacles"
"Inspirational","Willpower","Will is character in action.","William Mcdougall ","","Action, Character, Will"
"Inspirational",,"Fear, born of that stern matron, Responsibility.","William McFee","American Writer; (6/15/1881 - ); ","Fear, Responsibility"
"Inspirational",,"The reward of labour is life. Is that not enough?","William Morris","English Designer; (3/24/1834 - ); ","Life, Reward"
"Inspirational",,"Not on one strand are all life's jewels strung.","William Morris","English Designer; (3/24/1834 - ); ","Jewels, Life"
"Inspirational","Efficiency","Big Brother in the form of an increasingly powerful government and in an increasingly powerful private sector will pile the records high with reasons why privacy should give way to national security, to law and order, to efficiency of operation, to scient","William O. Douglas","US jurist  (1898 - 1980)","Brother, Efficiency, Government, Law, National security, Order, Privacy, Will"
"Inspirational",,"Manners maketh man.","William of Wykeham"," (1324 - 1404)","Man, Manners"
"Inspirational","Common Sense","Common sense often makes good law.","William Orville Douglas","","Common sense, Law"
"Inspirational","Freedom","Solitude is the beginning of all freedom.","William Orville Douglas","","Beginning, Freedom, Solitude"
"Inspirational","Defeat","Restriction of free thought and free speech is the most dangerous of all subversions. It is the one un-American act that could most easily defeat us.","William Orville Douglas","","Act, Defeat, Free speech, Thought"
"Inspirational","Health","Variability is the law of life, and as no two faces are the same, so no two bodies are alike, and no two individuals react alike and behave alike under the abnormal conditions which we know as disease.","William Osler","","Disease, Faces, Law, Life"
"Inspirational","Apathy","By far the most dangerous foe we have to fight is apathy - indifference from whatever cause, not from a lack of knowledge, but from carelessness, from absorption in other pursuits, from a contempt bred of self satisfaction.","William Osler","","Apathy, Cause, Contempt, Fight, Indifference, Knowledge, Satisfaction, Self"
"Inspirational","Ambition","Live neither in the past nor in the future, but let each day's work absorb your entire energies, and satisfy your widest ambition.","William Osler","","Ambition, Day, Future, Past, Work"
"Inspirational","Evil","To do evil that good may come of it is for bunglers in politics as well as morals.","William Penn","English religious leader and colonist  (1644 - 1718)","Evil, May, Morals, Politics"
"Inspirational","Passion","True silence is the rest of the mind, it is to the spirit what sleep is to the body, nourishment and refreshment.","William Penn","English religious leader and colonist  (1644 - 1718)","Body, Mind, Rest, Silence, Sleep, Spirit"
"Inspirational","Death","For death is no more than a turning of us over from time to eternity.","William Penn","English religious leader and colonist  (1644 - 1718)","Death, Eternity, Time"
"Inspirational","Karma","Do good with what thou hast, or it will do thee no good","William Penn","English religious leader and colonist  (1644 - 1718)","Will"
"Inspirational","Leadership","No man is fit to command another that cannot command himself.","William Penn","English religious leader and colonist  (1644 - 1718)","Man"
"Inspirational","Knowledge","Knowledge is the treasure, but judgment the treasurer, of a wise man.","William Penn","English religious leader and colonist  (1644 - 1718)","Judgment, Knowledge, Man, Treasure"
"Inspirational","Confusion","Method goes far to prevent trouble in business: for it makes the task easy, hinders confusion, saves abundance of time, and instructs those that have business depending, both what to do and what to hope.","William Penn","English religious leader and colonist  (1644 - 1718)","Abundance, Business, Confusion, Hope, Time, Trouble"
"Inspirational","Karma","The jealous are troublesome to others, but torment to themselves","William Penn","English religious leader and colonist  (1644 - 1718)",
"Inspirational","Glory","No pain, no palm no thorns, no throne no gall, no glory, no glory no cross, no crown.","William Penn","English religious leader and colonist  (1644 - 1718)","Glory, Pain"
"Inspirational","Confidence","Confidence is a plant of slow growth in an aged bosom.","William Pitt","","Confidence, Growth"
"Inspirational","Argument","Necessity is the plea for every infringement of human freedom. It is the argument of tyrants it is the creed of slaves.","William Pitt","","Argument, Freedom, Necessity"
"Inspirational","Power","Power always has to be kept in check power exercised in secret, especially under the cloak of national security, is doubly dangerous.","William Proxmire","","National security, Power"
"Inspirational","Conscience","Cowardice asks: Is it safe? Expediency asks: Is it politic? But Conscience asks: Is it right?","William Punshon","","Conscience, Cowardice, Expediency, Right"
"Inspirational","Personality","Certainly it is a world of scarcity. But the scarcity is not confined to iron ore and available land. The most constricting scarcities are those of character and personality.","William R Allen","","Character, Land, Personality, World"
"Inspirational",,"'True love' isn't so much a dreamy feeling that you have as it is an enduring commitment to give sacrificially --even, or perhaps especially, when you don't feel like it.","William R. Mattox, Jr.","","Commitment, Feeling, Love"
"Inspirational",,"What is originality Undetected plagiarism.","William Ralph Inge","English author & Anglican prelate  (1860 - 1954)","Originality, Plagiarism"
"Inspirational","Education","The aim of education is the knowledge not of fact, but of values.","William Ralph Inge","English author & Anglican prelate  (1860 - 1954)","Education, Fact, Knowledge, Values"
"Inspirational","Responsibility","Liberty means responsibility. That is why most men dread it.","William Reece Smith, Jr.","","Liberty, Men, Responsibility"
"Inspirational","Love","Love, unrequited, robs me of my rest Love, hopeless love, my ardent soul encumbers Love, nightmare-like, lies heavy on my chest, And weaves itself into my midnight slumbers","William S. Gilbert","","Lies, Love, Midnight, Rest, Soul"
"Inspirational","Inspiration","Losers visualize the penalties of failure; winners visualize the rewards of success. ","William S. Gilbert","","Failure, Success"
"Inspirational","Apathy","Is sloppiness in speech caused by ignorance or apathy I don't know and I don't care.","William Safire","American Journalist; (12/17/1929 - ); US columnist & speechwriter  (1929 -  )","Apathy, Care, Ignorance, Speech"
"Inspirational","Success & Failure","Good people are good because they've come to wisdom through failure. We get very little wisdom from success, you know.","William Saroyan","","Failure, People, Success, Wisdom"
"Inspirational","Boredom","In the U.S. you have to be a deviant or exist in extreme boredom...Make no mistake all intellectuals are deviants in the U.S.","William Seward Burroughs","","Boredom, Extreme, Intellectuals, Mistake"
"Inspirational","Purpose","When the sea was calm all ships alike showed mastership in floating.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Sea, Ships"
"Inspirational","Fate & Destiny","Why, man, he doth bestride the narrow world Like a Colossus, and we petty men Walk under his huge legs and peep about To find ourselves dishonourable graves. Men at some time are masters of their fates: The fault, dear Brutus, is not in our stars,","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Fault, Man, Men, Stars, Time, World"
"Inspirational","Attitude","There is nothing either good or bad, but thinking makes it so.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Nothing, Thinking"
"Inspirational",,"Truth is truth <br>To the end of reckoning.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","End, Truth"
"Inspirational","Friends","We are advertis'd by our loving friends.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Friends"
"Inspirational","Passion","Timing is everything. There is a tide in the affairs of men which when taken at the flood leads on to fortune.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Fortune, Men"
"Inspirational","Opportunity","There is a tide in the affairs of men, Which, taken at the flood, leads on to fortune; Omitted, all the voyage of their life Is bound in shallows and in miseries. On such a full sea are we now afloat, And we must take the current when it serves, Or lose our ventures.","William Shakespeare ","Greatest English dramatist & poet  (1564 - 1616)","Fortune, Life, Men, Now, Sea"
"Inspirational","Grief","When griping grief the heart doth wound, and doleful dumps the mind opresses, then music, with her silver sound, with speedy help doth lend redress.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Grief, Heart, Help, Mind, Music, Sound"
"Inspirational",,"Uneasy lies the head that wears a crown.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Lies"
"Inspirational","Coward","To be, or not to be that is the question Whether 'tis nobler in the mind to suffer The slings and arrows of outrageous fortune, Or to take arms against a sea of troubles, And by opposing end them To die to sleep No more and by a sleep to say we end The heartache and the thousand natural shocks That flesh is heir to,--'t is a consummation Devoutly to be wish'd. To die, to sleep To sleep perchance to dream ay, there's the rub For in that sleep of death what dreams may come, When we have shuffled off this mortal coil, Must give us pause there's the respect That makes calamity of so long life For who would bear the whips and scorns of time, The oppressor's wrong, the proud man's contumely, The pangs of despised love, the law's delay, The insolence of office and the spurns That patient merit of the unworthy takes, When he himself might his quietus make With a bare bodkin who would fardels bear, To grunt and sweat under a weary life, But that the dread of something after death, The undiscover'd country from whose bourn No traveller returns, puzzles the will And makes us rather bear those ills we have Than fly to others that we know not of Thus conscience does make cowards of us all And thus the native hue of resolution Is sicklied o'er with the pale cast of thought, And enterprises of great pith and moment With this regard their currents turn awry, And lose the name of action.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Action, Calamity, Conscience, Country, Cowards, Death, Delay, Dream, Dreams, End, Fortune, Heir, Law, Life, Love, Man, May, Merit, Mind, Name, Office, Question, Resolution, Respect, Sea, Sleep, Thought, Time, Unworthy, Will, Wrong"
"Inspirational","Truth","Truth is truth To the end of reckoning.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","End, Truth"
"Inspirational","Kindness","Yet do I fear thy nature It is too full o' the milk of human kindness.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Fear, Kindness, Nature"
"Inspirational","Glory","Glory is like a circle in the water, Which never ceaseth to enlarge itself, Till by broad spreading it disperses to naught.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Glory, Water"
"Inspirational",,"Assume a virtue, if you have it not.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Virtue"
"Inspirational","Duty","God bless thee and put meekness in thy mind, love, charity, obedience, and true duty","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Charity, Duty, God, Love, Mind, Obedience"
"Inspirational","Health","By medicine life may be prolonged, yet death will seize the doctor too.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Death, Life, May, Medicine, Will"
"Inspirational","Humility","In peace there's nothing so becomes a man as modest stillness and humility.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Humility, Man, Nothing, Peace"
"Inspirational",,"Every man has business and desire, Such as it is.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Business, Desire, Man"
"Inspirational","Death","Cowards die many times before their deaths The valiant never taste of death but once. Of all the wonders that I yet have heard, It seems to me most strange that men should fear Seeing that death, a necessary end, Will come when it will come.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Cowards, Death, End, Fear, Men, Taste, Will, Wonders"
"Inspirational","Anger","Free from gross passion or of mirth or anger constant in spirit, not swerving with the blood, garnish'd and deck'd in modest compliment, not working with the eye without the ear, and but in purged judgement trusting neither Such and so finely bolted didst thou seem.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Anger, Blood, Compliment, Eye, Mirth, Passion, Spirit"
"Inspirational","Greatness & Great Things","Be not afraid of greatness some are born great, some achieve greatness, and some have greatness thrust upon them.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Greatness"
"Inspirational","Greatness","Be not afraid of greatness; some are born great, some achieve greatness, and others have greatness thrust upon them.","William Shakespeare ","Greatest English dramatist & poet  (1564 - 1616)","Greatness"
"Inspirational","Love","As soon go kindle fire with snow, as seek to quench the fire of love with words.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Fire, Love, Snow, Words"
"Inspirational","Patience","How poor are they who have not patience What wound did ever heal but by degrees.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Patience, Poor"
"Inspirational",,"Action is eloquence.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Action, Eloquence"
"Inspirational","Deception/Lying","I hate ingratitude more in a man than lying, vainness, babbling, drunkenness, or any taint of vice whose strong corruption inhabits our frail blood.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Blood, Corruption, Hate, Ingratitude, Lying, Man, Vice"
"Inspirational","Knowledge","Ignorance is the curse of God, Knowledge the wing wherewith we fly to heaven.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","God, Heaven, Ignorance, Knowledge"
"Inspirational","Adversity","A wretched soul, bruised with adversity, We bid be quiet when we hear it cry But were we burdened with like weight of pain, As much or more we should ourselves complain.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Adversity, Pain, Quiet, Soul, Weight"
"Inspirational","Effort","Happiness lies not in the mere possession of money; it lies in the joy of achievement, in the thrill of creative effort. The joy and moral stimulation of work no longer must be forgotten in the mad chase of evanescent profits. These dark days will be wor","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Achievement, Effort, Happiness, Joy, Lies, Money, Possession, Will, Work"
"Inspirational",,"How use doth breed a habit in a man!","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Habit"
"Inspirational","Argument","He draweth out the thread of his verbosity finer than the staple of his argument.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Argument"
"Inspirational","Ambition","He was my friend, faithful, and just to meBut Brutus says, he was ambitious,And Brutus is an honorable man.He hath brought many captives home to Rome,Whose ransoms did the general coffers fill.Did this in Caesar seem ambitiousWhen the poor have cried, Caesar hath wept.Ambition should me made of sterner stuff,Yet Brutus says, he was ambitiousAnd Brutus is an honorable man.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Friend, Home, Man, Poor, Rome"
"Inspirational",,"Suspicion always haunts the guilty mind.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Mind, Suspicion"
"Inspirational","Imagination","The lunatic, the lover, and the poet, are of imagination all compact.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Imagination"
"Inspirational",,"Oh, that way madness lies; let me shun that.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Lies, Madness"
"Inspirational",,"In time we hate that which we often fear.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Fear, Hate, Time"
"Inspirational","Passion","Our bodies are our gardens... our wills are gardeners.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Gardens"
"Inspirational","Confusion","Lady you berefit me of all words, Only my blood speaks to you in my veins, And there is such confusion in my powers.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Blood, Confusion, Lady, Words"
"Inspirational","Giving","Rich gifts wax poor when givers prove unkind.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Gifts, Poor"
"Inspirational","Character","In thy face I see The map of honor, truth, and loyalty.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Honor, Loyalty, Truth"
"Inspirational","Envy / Jealousy","So full of artless jealousy is guilt, It spills itself in fearing to be spilt.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Guilt, Jealousy"
"Inspirational","Stupidity","Lord, what fools these mortals be!","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Fools"
"Inspirational",,"Love looks not with the eyes, but with the mind.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Eyes, Love, Mind"
"Inspirational","Reputation","Reputation is an idle and most false imposition oft got without merit, and lost without deserving.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Merit, Reputation"
"Inspirational","Karma","Mine honour is my life; both grow in one; Take honour from me, and my life is done","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Life"
"Inspirational","Inspiration","Nothing will come of nothing; we must dare mighty things. ","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Nothing, Will"
"Inspirational","Character","Love all, trust a few, do wrong to none","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Love, Trust, Wrong"
"Inspirational","Grief","'T is better to be lowly born, And range with humble livers in content, Than to be perked up in a glistering grief, And wear a golden sorrow.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Content, Grief, Sorrow"
"Inspirational","Trust","The trust I have is in mine innocence, and therefore am I bold and resolute.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Innocence, Trust"
"Inspirational","Ambition","O, now, for ever Farewell the tranquil mind farewell content Farewell the plumed troop and the big wars That make ambition virtue O, farewell Farewell the neighing steed and the shrill trump, The spirit-stirring drum, the ear-piercing fife, The royal banner, and all quality, Pride, pomp, and circumstance of glorious war And, O you mortal engines, whose rude throats The immortal Jove's dread clamours counterfeit, Farewell Othello's occupation's gone","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Ambition, Circumstance, Content, Mind, Now, Occupation, Pride, Quality, Spirit, Virtue, War"
"Inspirational","Love","Love is a smoke made with the fume of sighs.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Love"
"Inspirational","Envy / Jealousy","O, beware, my lord, of jealousy It is the green-eyed monster which doth mock The meat it feeds on.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Jealousy"
"Inspirational","Self Respect","Neither a borrower nor a lender be; For loan oft loses both itself and friend, And borrowing dulls the edge of husbandry. This above all: to thine ownself be true, And it must follow, as the night the day, Thou canst not then be false to any man.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Borrowing, Day, Friend, Man, Night"
"Inspirational","Character","Men should be what they seem.","William Shakespeare ","Greatest English dramatist & poet  (1564 - 1616)","Men"
"Inspirational","Honesty","No legacy is so rich as honesty.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Honesty"
"Inspirational","Affirmation","Our doubts are traitors, and make us lose the good we oft might win, by fearing to attempt.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)",
"Inspirational",,"Strong reasons make strong actions.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Actions"
